ctrlid,label,content
5120,AST-28,"'Database Administrative Processes - Mechanisms exist to develop, implement and govern database management processes, with corresponding Standardized Operating Procedures (SOP), for operating and maintaining databases.; Domain: Asset Management; Questions: Does the organization develop, implement and govern database management processes, with corresponding Standardized Operating Procedures (SOP), for operating and maintaining databases?'"
5121,AST-28.1,"'Database Management System (DBMS) - Mechanisms exist to implement and maintain Database Management Systems (DBMSs), where applicable.; Domain: Asset Management; Questions: Does the organization implement and maintain Database Management Systems (DBMSs), where applicable?'"
5122,AST-29,'Radio Frequency Identification (RFID) Security - Mechanisms exist to securely govern Radio Frequency Identification (RFID) deployments to ensure RFID is used safely and securely to protect the confidentiality and integrity of data and prevent the compromise of secure spaces.; Domain: Asset Management; Questions: Does the organization securely govern Radio Frequency Identification (RFID) deployments to ensure RFID is used safely and securely to protect the confidentiality and integrity of data and prevent the compromise of secure spaces?'
5123,AST-29.1,'Contactless Access Control Systems - Mechanisms exist to securely configure contactless access control systems incorporating contactless RFID or smart cards to protect the confidentiality and integrity of data and prevent the compromise of secure spaces.; Domain: Asset Management; Questions: Does the organization securely configure contactless access control systems incorporating contactless RFID or smart cards to protect the confidentiality and integrity of data and prevent the compromise of secure spaces?'
5124,AST-30,"'Decommissioning - Mechanisms exist to ensure systems, applications and services are properly decommissioned so that data is properly transitioned to new systems or archived in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations.; Domain: Asset Management; Questions: Does the organization ensure systems, applications and services are properly decommissioned so that data is properly transitioned to new systems or archived in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations?'"
5125,AST-31,'Asset Categorization - Mechanisms exist to categorize technology assets.; Domain: Asset Management; Questions: Does the organization categorize technology assets?'
5126,AST-31.1,'Categorize Artificial Intelligence (AI)-Related Technologies - Mechanisms exist to categorize Artificial Intelligence (AI) and Autonomous Technologies (AAT).; Domain: Asset Management; Questions: Does the organization categorize Artificial Intelligence (AI) and Autonomous Technologies (AAT)?'
5127,BCD-01,"'Business Continuity Management System (BCMS) - Mechanisms exist to facilitate the implementation of contingency planning controls to help ensure resilient assets and services (e.g., Continuity of Operations Plan (COOP) or Business Continuity & Disaster Recovery (BC/DR) playbooks).; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization facilitate the implementation of contingency planning controls to help ensure resilient assets and services (e.g., Continuity of Operations Plan (COOP) or Business Continuity & Disaster Recovery (BC/DR) playbooks)?'"
5128,BCD-01.1,'Coordinate with Related Plans - Mechanisms exist to coordinate contingency plan development with internal and external elements responsible for related plans.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization coordinate contingency plan development with internal and external elements responsible for related plans?'
5129,BCD-01.2,'Coordinate With External Service Providers - Mechanisms exist to coordinate internal contingency plans with the contingency plans of external service providers to ensure that contingency requirements can be satisfied.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization coordinate internal contingency plans with the contingency plans of external service providers to ensure that contingency requirements can be satisfied?'
5130,BCD-01.3,'Transfer to Alternate Processing / Storage Site - Mechanisms exist to redeploy personnel to other roles during a disruptive event or in the execution of a continuity plan.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization redeploy personnel to other roles during a disruptive event or in the execution of a continuity plan?'
5131,BCD-01.4,'Recovery Time / Point Objectives (RTO / RPO) - Mechanisms exist to facilitate recovery operations in accordance with Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization facilitate recovery operations in accordance with Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs)?'
5132,BCD-01.5,'Recovery Operations Criteria - Mechanisms exist to define specific criteria that must be met to initiate Business Continuity / Disaster Recover (BC/DR) plans that facilitate business continuity operations capable of meeting applicable Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization define specific criteria that must be met to initiate Business Continuity / Disaster Recover (BC/DR) plans that facilitate business continuity operations capable of meeting applicable Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs)?'
5133,BCD-01.6,'Recovery Operations Communications - Mechanisms exist to communicate the status of recovery activities and progress in restoring operational capabilities to designated internal and external stakeholders.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization communicate the status of recovery activities and progress in restoring operational capabilities to designated internal and external stakeholders?'
5134,BCD-02,"'Identify Critical Assets - Mechanisms exist to identify and document the critical systems, applications and services that support essential missions and business functions.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization identify and document the critical systems, applications and services that support essential missions and business functions?'"
5135,BCD-02.1,'Resume All Missions & Business Functions - Mechanisms exist to resume all missions and business functions within Recovery Time Objectives (RTOs) of the contingency plan's activation.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization resume all missions and business functions within Recovery Time Objectives (RTOs) of the contingency plan's activation?'
5136,BCD-02.2,'Continue Essential Mission & Business Functions - Mechanisms exist to continue essential missions and business functions with little or no loss of operational continuity and sustain that continuity until full system restoration at primary processing and/or storage sites.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization continue essential missions and business functions with little or no loss of operational continuity and sustain that continuity until full system restoration at primary processing and/or storage sites?'
5137,BCD-02.3,'Resume Essential Missions & Business Functions - Mechanisms exist to resume essential missions and business functions within an organization-defined time period of contingency plan activation.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization resume essential missions and business functions within an organization-defined time period of contingency plan activation?'
5138,BCD-02.4,'Data Storage Location Reviews - Mechanisms exist to perform periodic security reviews of storage locations that contain sensitive / regulated data.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization perform periodic security reviews of storage locations that contain sensitive / regulated data?'
5139,BCD-03,'Contingency Training - Mechanisms exist to adequately train contingency personnel and applicable stakeholders in their contingency roles and responsibilities.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization adequately train contingency personnel and applicable stakeholders in their contingency roles and responsibilities?'
5140,BCD-03.1,'Simulated Events - Mechanisms exist to incorporate simulated events into contingency training to facilitate effective response by personnel in crisis situations.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization incorporate simulated events into contingency training to facilitate effective response by personnel in crisis situations?'
5141,BCD-03.2,'Automated Training Environments - Automated mechanisms exist to provide a more thorough and realistic contingency training environment.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization use automated mechanisms to provide a more thorough and realistic contingency training environment?'
5142,BCD-04,'Contingency Plan Testing & Exercises - Mechanisms exist to conduct tests and/or exercises to evaluate the contingency plan's effectiveness and the organization's readiness to execute the plan.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization conduct tests and/or exercises to evaluate the contingency plan's effectiveness and its readiness to execute the plan?'
5143,BCD-04.1,'Coordinated Testing with Related Plans - Mechanisms exist to coordinate contingency plan testing with internal and external elements responsible for related plans.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization coordinate contingency plan testing with internal and external elements responsible for related plans?'
5144,BCD-04.2,'Alternate Storage & Processing Sites - Mechanisms exist to test contingency plans at alternate storage & processing sites to both familiarize contingency personnel with the facility and evaluate the capabilities of the alternate processing site to support contingency operations.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization test contingency plans at alternate storage & processing sites to both familiarize contingency personnel with the facility and evaluate the capabilities of the alternate processing site to support contingency operations?'
5145,BCD-05,"'Contingency Plan Root Cause Analysis (RCA) & Lessons Learned - Mechanisms exist to conduct a Root Cause Analysis (RCA) and ""lessons learned"" activity every time the contingency plan is activated.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization conduct a Root Cause Analysis (RCA) and ""lessons learned"" activity every time the contingency plan is activated?'"
5146,BCD-06,"'Ongoing Contingency Planning - Mechanisms exist to keep contingency plans current with business needs, technology changes and feedback from contingency plan testing activities.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization keep contingency plans current with business needs, technology changes and feedback from contingency plan testing activities?'"
5147,BCD-07,'Alternative Security Measures - Mechanisms exist to implement alternative or compensating controls to satisfy security functions when the primary means of implementing the security function is unavailable or compromised.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization implement alternative or compensating controls to satisfy security functions when the primary means of implementing the security function is unavailable or compromised?'
5148,BCD-08,'Alternate Storage Site - Mechanisms exist to establish an alternate storage site that includes both the assets and necessary agreements to permit the storage and recovery of system backup information.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization establish an alternate storage site that includes both the assets and necessary agreements to permit the storage and recovery of system backup information?'
5149,BCD-08.1,'Separation from Primary Site - Mechanisms exist to separate the alternate storage site from the primary storage site to reduce susceptibility to similar threats.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization separate the alternate storage site from the primary storage site to reduce susceptibility to similar threats?'
5150,BCD-08.2,'Accessibility - Mechanisms exist to identify and mitigate potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization identify and mitigate potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster?'
5151,BCD-09,'Alternate Processing Site - Mechanisms exist to establish an alternate processing site that provides security measures equivalent to that of the primary site.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization establish an alternate processing site that provides security measures equivalent to that of the primary site?'
5152,BCD-09.1,'Separation from Primary Site - Mechanisms exist to separate the alternate processing site from the primary processing site to reduce susceptibility to similar threats.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization separate the alternate processing site from the primary processing site to reduce susceptibility to similar threats?'
5153,BCD-09.2,"'Accessibility - Mechanisms exist to identify and mitigate potential accessibility problems to the alternate processing site and possible mitigation actions, in the event of an area-wide disruption or disaster.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization identify and mitigate potential accessibility problems to the alternate processing site and possible mitigation actions, in the event of an area-wide disruption or disaster?'"
5154,BCD-09.3,"'Alternate Site Priority of Service - Mechanisms exist to address priority-of-service provisions in alternate processing and storage sites that support availability requirements, including Recovery Time Objectives (RTOs).; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization address priority-of-service provisions in alternate processing and storage sites that support availability requirements, including Recovery Time Objectives (RTOs)?'"
5155,BCD-09.4,'Preparation for Use - Mechanisms exist to prepare the alternate processing alternate to support essential missions and business functions so that the alternate site is capable of being used as the primary site.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization prepare the alternate processing alternate to support essential missions and business functions so that the alternate site is capable of being used as the primary site?'
5156,BCD-09.5,'Inability to Return to Primary Site - Mechanisms exist to plan and prepare for both natural and manmade circumstances that preclude returning to the primary processing site.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization plan and prepare for both natural and manmade circumstances that preclude returning to the primary processing site?'
5157,BCD-10,'Telecommunications Services Availability - Mechanisms exist to reduce the likelihood of a single point of failure with primary telecommunications services.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization reduce the likelihood of a single point of failure with primary telecommunications services?'
5158,BCD-10.1,"'Telecommunications Priority of Service Provisions - Mechanisms exist to formalize primary and alternate telecommunications service agreements contain priority-of-service provisions that support availability requirements, including Recovery Time Objectives (RTOs).; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization formalize primary and alternate telecommunications service agreements contain priority-of-service provisions that support availability requirements, including Recovery Time Objectives (RTOs)?'"
5159,BCD-10.2,'Separation of Primary / Alternate Providers - Mechanisms exist to obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats?'
5160,BCD-10.3,'Provider Contingency Plan - Mechanisms exist to contractually-require external service providers to have contingency plans that meet organizational contingency requirements.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization contractually-require external service providers to have contingency plans that meet organizational contingency requirements?'
5161,BCD-10.4,'Alternate Communications Channels - Mechanisms exist to maintain command and control capabilities via alternate communications channels and designating alternative decision makers if primary decision makers are unavailable.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization maintain command and control capabilities via alternate communications channels and designating alternative decision makers if primary decision makers are unavailable?'
5162,BCD-11,"'Data Backups - Mechanisms exist to create recurring backups of data, software and/or system images, as well as verify the integrity of these backups, to ensure the availability of the data to satisfying Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization create recurring backups of data, software and/or system images, as well as verify the integrity of these backups, to ensure the availability of the data to satisfying Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs)?'"
5163,BCD-11.1,"'Testing for Reliability & Integrity - Mechanisms exist to routinely test backups that verify the reliability of the backup process, as well as the integrity and availability of the data.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization routinely test backups that verify the reliability of the backup process, as well as the integrity and availability of the data?'"
5164,BCD-11.10,'Backup Modification and/or Destruction - Mechanisms exist to restrict access to modify and/or delete backups to privileged users with assigned data backup and recovery operations roles.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization restrict access to modify and/or delete backups to privileged users with assigned data backup and recovery operations roles?'
5165,BCD-11.2,'Separate Storage for Critical Information - Mechanisms exist to store backup copies of critical software and other security-related information in a separate facility or in a fire-rated container that is not collocated with the system being backed up.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization store backup copies of critical software and other security-related information in a separate facility or in a fire-rated container that is not collocated with the system being backed up?'
5166,BCD-11.3,"'Information System Imaging - Mechanisms exist to reimage assets from configuration-controlled and integrity-protected images that represent a secure, operational state.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization reimage assets from configuration-controlled and integrity-protected images that represent a secure, operational state?'"
5167,BCD-11.4,'Cryptographic Protection - Cryptographic mechanisms exist to prevent the unauthorized disclosure and/or modification of backup information.; Domain: Business Continuity & Disaster Recovery; Questions: Are cryptographic mechanisms utilized to prevent the unauthorized disclosure and/or modification of backup information?'
5168,BCD-11.5,'Test Restoration Using Sampling - Mechanisms exist to utilize sampling of available backups to test recovery capabilities as part of business continuity plan testing.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization utilize sampling of available backups to test recovery capabilities as part of business continuity plan testing?'
5169,BCD-11.6,'Transfer to Alternate Storage Site - Mechanisms exist to transfer backup data to the alternate storage site at a rate that is capable of meeting both Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization transfer backup data to the alternate storage site at a rate that is capable of meeting both Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs)?'
5170,BCD-11.7,"'Redundant Secondary System - Mechanisms exist to maintain a failover system, which is not collocated with the primary system, application and/or service, which can be activated with little-to-no loss of information or disruption to operations.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization maintain a failover system, which is not collocated with the primary system, application and/or service, which can be activated with little-to-no loss of information or disruption to operations?'"
5171,BCD-11.8,'Dual Authorization For Backup Media Destruction - Mechanisms exist to implement and enforce dual authorization for the deletion or destruction of sensitive backup media and data.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization implement and enforce dual authorization for the deletion or destruction of sensitive backup media and data?'
5172,BCD-11.9,'Backup Access - Mechanisms exist to restrict access to backups to privileged users with assigned roles for data backup and recovery operations.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization restrict access to backups to privileged users with assigned roles for data backup and recovery operations?'
5173,BCD-12,"'Information System Recovery & Reconstitution - Mechanisms exist to ensure the secure recovery and reconstitution of systems to a known state after a disruption, compromise or failure.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization ensure the secure recovery and reconstitution of systems to a known state after a disruption, compromise or failure?'"
5174,BCD-12.1,'Transaction Recovery - Mechanisms exist to utilize specialized backup mechanisms that will allow transaction recovery for transaction-based applications and services in accordance with Recovery Point Objectives (RPOs).; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization utilize specialized backup mechanisms that will allow transaction recovery for transaction-based applications and services in accordance with Recovery Point Objectives (RPOs)?'
5175,BCD-12.2,"'Failover Capability - Mechanisms exist to implement real-time or near-real-time failover capability to maintain availability of critical systems, applications and/or services.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization implement real-time or near-real-time failover capability to maintain availability of critical systems, applications and/or services?'"
5176,BCD-12.3,'Electronic Discovery (eDiscovery) - Mechanisms exist to utilize electronic discovery (eDiscovery) that covers current and archived communication transactions.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization utilize electronic discovery (eDiscovery) that covers current and archived communication transactions?'
5177,BCD-12.4,"'Restore Within Time Period - Mechanisms exist to restore systems, applications and/or services within organization-defined restoration time-periods from configuration-controlled and integrity-protected information; representing a known, operational state for the asset.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization restore systems, applications and/or services within organization-defined restoration time-periods from configuration-controlled and integrity-protected information; representing a known, operational state for the asset?'"
5178,BCD-13,'Backup & Restoration Hardware Protection - Mechanisms exist to protect backup and restoration hardware and software.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization protect backup and restoration hardware and software?'
5179,BCD-13.1,'Restoration Integrity Verification - Mechanisms exist to verify the integrity of backups and other restoration assets prior to using them for restoration.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization verify the integrity of backups and other restoration assets prior to using them for restoration?'
5180,BCD-14,"'Isolated Recovery Environment - Mechanisms exist to utilize an isolated, non-production environment to perform data backup and recovery operations through offline, cloud or off-site capabilities.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization utilize an isolated, non-production environment to perform data backup and recovery operations through offline, cloud or off-site capabilities?'"
5181,BCD-15,'Reserve Hardware - Mechanisms exist to purchase and maintain a sufficient reserve of spare hardware to ensure essential missions and business functions can be maintained in the event of a supply chain disruption.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization purchase and maintain a sufficient reserve of spare hardware to ensure essential missions and business functions can be maintained in the event of a supply chain disruption?'
5182,BCD-16,'AI & Autonomous Technologies Incidents - Mechanisms exist to handle failures or incidents with Artificial Intelligence (AI) and Autonomous Technologies (AAT) deemed to be high-risk.; Domain: Business Continuity & Disaster Recovery; Questions: Does the organization handle failures or incidents with Artificial Intelligence (AI) and Autonomous Technologies (AAT) deemed to be high-risk?'
5183,CAP-01,'Capacity & Performance Management - Mechanisms exist to facilitate the implementation of capacity management controls to ensure optimal system performance to meet expected and anticipated future capacity requirements.; Domain: Capacity & Performance Planning; Questions: Does the organization facilitate the implementation of capacity management controls to ensure optimal system performance to meet expected and anticipated future capacity requirements?'
5184,CAP-02,'Resource Priority - Mechanisms exist to control resource utilization of systems that are susceptible to Denial of Service (DoS) attacks to limit and prioritize the use of resources.; Domain: Capacity & Performance Planning; Questions: Does the organization control resource utilization of systems that are susceptible to Denial of Service (DoS) attacks to limit and prioritize the use of resources?'
5185,CAP-03,"'Capacity Planning - Mechanisms exist to conduct capacity planning so that necessary capacity for information processing, telecommunications and environmental support will exist during contingency operations.; Domain: Capacity & Performance Planning; Questions: Does the organization conduct capacity planning so that necessary capacity for information processing, telecommunications and environmental support will exist during contingency operations?'"
5186,CAP-04,"'Performance Monitoring - Automated mechanisms exist to centrally-monitor and alert on the operating state and health status of critical systems, applications and services.; Domain: Capacity & Performance Planning; Questions: Does the organization use automated mechanisms to centrally-monitor and alert on the operating state and health status of critical systems, applications and services?'"
5187,CAP-05,"'Elastic Expansion - Mechanisms exist to automatically scale the resources available for services, as demand conditions change.; Domain: Capacity & Performance Planning; Questions: Does the organization automatically scale the resources available for services, as demand conditions change?'"
5188,CAP-06,'Regional Delivery - Mechanisms exist to support operations that are geographically dispersed via regional delivery of technological services.; Domain: Capacity & Performance Planning; Questions: Does the organization support operations that are geographically dispersed via regional delivery of technological services?'
5189,CFG-01,'Configuration Management Program - Mechanisms exist to facilitate the implementation of configuration management controls.; Domain: Configuration Management; Questions: Does the organization facilitate the implementation of configuration management controls?'
5190,CFG-01.1,'Assignment of Responsibility - Mechanisms exist to implement a segregation of duties for configuration management that prevents developers from performing production configuration management duties.; Domain: Configuration Management; Questions: Does the organization implement a segregation of duties for configuration management that prevents developers from performing production configuration management duties?'
5191,CFG-02,"'System Hardening Through Baseline Configurations - Mechanisms exist to develop, document and maintain secure baseline configurations for technology platforms that are consistent with industry-accepted system hardening standards.; Domain: Configuration Management; Questions: Does the organization develop, document and maintain secure baseline configurations for technology platforms that are consistent with industry-accepted system hardening standards?'"
5192,CFG-02.1,"'Reviews & Updates - Mechanisms exist to review and update baseline configurations:
 (1) At least annually;
 (2) When required due to so; or
 (3) As part of system component installations and upgrades.; Domain: Configuration Management; Questions: Does the organization review and update baseline configurations:
 (1) At least annually;
 (2) When required due to so; or
 (3) As part of system component installations and upgrades?'"
5193,CFG-02.2,"'Automated Central Management & Verification - Automated mechanisms exist to govern and report on baseline configurations of systems through Continuous Diagnostics and Mitigation (CDM), or similar technologies.; Domain: Configuration Management; Questions: Does the organization use automated mechanisms to govern and report on baseline configurations of systems through Continuous Diagnostics and Mitigation (CDM), or similar technologies?'"
5194,CFG-02.3,'Retention Of Previous Configurations - Mechanisms exist to retain previous versions of baseline configuration to support roll back.; Domain: Configuration Management; Questions: Does the organization retain previous versions of baseline configuration to support roll back?'
5195,CFG-02.4,'Development & Test Environment Configurations - Mechanisms exist to manage baseline configurations for development and test environments separately from operational baseline configurations to minimize the risk of unintentional changes.; Domain: Configuration Management; Questions: Does the organization manage baseline configurations for development and test environments separately from operational baseline configurations to minimize the risk of unintentional changes?'
5196,CFG-02.5,"'Configure Systems, Components or Services for High-Risk Areas - Mechanisms exist to configure systems utilized in high-risk areas with more restrictive baseline configurations.; Domain: Configuration Management; Questions: Does the organization configure systems utilized in high-risk areas with more restrictive baseline configurations?'"
5197,CFG-02.6,'Network Device Configuration File Synchronization - Mechanisms exist to configure network devices to synchronize startup and running configuration files.; Domain: Configuration Management; Questions: Does the organization configure network devices to synchronize startup and running configuration files?'
5198,CFG-02.7,"'Approved Configuration Deviations - Mechanisms exist to document, assess risk and approve or deny deviations to standardized configurations.; Domain: Configuration Management; Questions: Does the organization document, assess risk and approve or deny deviations to standardized configurations?'"
5199,CFG-02.8,'Respond To Unauthorized Changes - Mechanisms exist to respond to unauthorized changes to configuration settings as security incidents.; Domain: Configuration Management; Questions: Does the organization respond to unauthorized changes to configuration settings as security incidents?'
5200,CFG-02.9,"'Baseline Tailoring - Mechanisms exist to allow baseline controls to be specialized or customized by applying a defined set of tailoring actions that are specific to:
 (1) Mission / business functions;
 (2) Operational environment;
 (3) Specific threats or vulnerabilities; or
 (4) Other conditions or situations that could affect mission / business success.; Domain: Configuration Management; Questions: Does the organization allow baseline controls to be specialized or customized by applying a defined set of tailoring actions that are specific to:
 (1) Mission / business functions;
 (2) Operational environment;
 (3) Specific threats or vulnerabilities; or
 (4) Other conditions or situations that could affect mission / business success?'"
5201,CFG-03,"'Least Functionality - Mechanisms exist to configure systems to provide only essential capabilities by specifically prohibiting or restricting the use of ports, protocols, and/or services.; Domain: Configuration Management; Questions: Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restricting the use of ports, protocols, and/or services?'"
5202,CFG-03.1,"'Periodic Review - Mechanisms exist to periodically review system configurations to identify and disable unnecessary and/or non-secure functions, ports, protocols and services.; Domain: Configuration Management; Questions: Does the organization periodically review system configurations to identify and disable unnecessary and/or non-secure functions, ports, protocols and services?'"
5203,CFG-03.2,'Prevent Unauthorized Software Execution - Mechanisms exist to configure systems to prevent the execution of unauthorized software programs.; Domain: Configuration Management; Questions: Does the organization configure systems to prevent the execution of unauthorized software programs?'
5204,CFG-03.3,'Explicitly Allow / Deny Applications - Mechanisms exist to explicitly allow (allowlist / whitelist) and/or block (denylist / blacklist) applications that are authorized to execute on systems.; Domain: Configuration Management; Questions: Does the organization explicitly allow (allowlist / whitelist) and/or block (denylist / blacklist) applications that are authorized to execute on systems?'
5205,CFG-03.4,"'Split Tunneling - Mechanisms exist to prevent split tunneling for remote devices unless the split tunnel is securely provisioned using organization-defined safeguards.; Domain: Configuration Management; Questions: Does the organization prevent split tunneling for remote devices unless the split tunnel is securely provisioned using organization-defined safeguards?

Prevent split tunneling for remote devices unless the split tunnel is securely provisioned using organization-defined safeguards?'"
5206,CFG-04,'Software Usage Restrictions - Mechanisms exist to enforce software usage restrictions to comply with applicable contract agreements and copyright laws.; Domain: Configuration Management; Questions: Does the organization enforce software usage restrictions to comply with applicable contract agreements and copyright laws?'
5207,CFG-04.1,'Open Source Software - Mechanisms exist to establish parameters for the secure use of open source software.; Domain: Configuration Management; Questions: Does the organization establish parameters for the secure use of open source software?'
5208,CFG-04.2,'Unsupported Internet Browsers & Email Clients - Mechanisms exist to allow only approved Internet browsers and email clients to run on systems.; Domain: Configuration Management; Questions: Does the organization allow only approved Internet browsers and email clients to run on systems?'
5209,CFG-05,'User-Installed Software - Mechanisms exist to restrict the ability of non-privileged users to install unauthorized software.; Domain: Configuration Management; Questions: Does the organization restrict the ability of non-privileged users to install unauthorized software?'
5210,CFG-05.1,'Unauthorized Installation Alerts - Mechanisms exist to configure systems to generate an alert when the unauthorized installation of software is detected.; Domain: Configuration Management; Questions: Does the organization configure systems to generate an alert when the unauthorized installation of software is detected?'
5211,CFG-05.2,"'Restrict Roles Permitted To Install Software - Mechanisms exist to configure systems to prevent the installation of software, unless the action is performed by a privileged user or service.; Domain: Configuration Management; Questions: Does the organization configure systems to prevent the installation of software, unless the action is performed by a privileged user or service?'"
5212,CFG-06,"'Configuration Enforcement - Automated mechanisms exist to monitor, enforce and report on configurations for endpoint devices.; Domain: Configuration Management; Questions: Does the organization use automated mechanisms to monitor, enforce and report on configurations for endpoint devices?'"
5213,CFG-06.1,'Integrity Assurance & Enforcement (IAE) - Automated mechanisms exist to identify unauthorized deviations from an approved baseline and implement automated resiliency actions to remediate the unauthorized change.; Domain: Configuration Management; Questions: Does the organization use automated mechanisms to identify unauthorized deviations from an approved baseline and implement automated resiliency actions to remediate the unauthorized change?'
5214,CFG-07,"'Zero-Touch Provisioning (ZTP) - Mechanisms exist to implement Zero-Touch Provisioning (ZTP), or similar technology, to automatically and securely configure devices upon being added to a network.; Domain: Configuration Management; Questions: Does the organization implement Zero-Touch Provisioning (ZTP), or similar technology, to automatically and securely configure devices upon being added to a network?'"
5215,CFG-08,"'Sensitive / Regulated Data Access Enforcement - Mechanisms exist to configure systems, applications and processes to restrict access to sensitive/regulated data.; Domain: Configuration Management; Questions: Does the organization configure systems, applications and processes to restrict access to sensitive/regulated data?'"
5216,CFG-08.1,"'Sensitive / Regulated Data Actions - Automated mechanisms exist to generate event logs whenever sensitive/regulated data is collected, created, updated, deleted and/or archived.; Domain: Configuration Management; Questions: Does the organization use automated mechanisms to generate event logs whenever sensitive/regulated data is collected, created, updated, deleted and/or archived?'"
5217,CHG-01,'Change Management Program - Mechanisms exist to facilitate the implementation of a change management program.; Domain: Change Management; Questions: Does the organization facilitate the implementation of a change management program?'
5218,CHG-02,'Configuration Change Control - Mechanisms exist to govern the technical configuration change control processes.; Domain: Change Management; Questions: Does the organization govern the technical configuration change control processes?'
5219,CHG-02.1,"'Prohibition Of Changes - Mechanisms exist to prohibit unauthorized changes, unless organization-approved change requests are received.; Domain: Change Management; Questions: Does the organization prohibit unauthorized changes, unless organization-approved change requests are received?'"
5220,CHG-02.2,"'Test, Validate & Document Changes - Mechanisms exist to appropriately test and document proposed changes in a non-production environment before changes are implemented in a production environment.; Domain: Change Management; Questions: Does the organization appropriately test and document proposed changes in a non-production environment before changes are implemented in a production environment?'"
5221,CHG-02.3,'Cybersecurity & Data Privacy Representative for Asset Lifecycle Changes - Mechanisms exist to include a cybersecurity and/or data privacy representative in the configuration change control review process.; Domain: Change Management; Questions: Does the organization include a cybersecurity and/or data privacy representative in the configuration change control review process?'
